时间,tout,two,twi,ta,tpo,tpi,tin,t排,twi无,ta无,tpo无,tpi无,301 <twi_上> (C),302 <twi_中> (C),303 <twi_下> (C),304 <ta_上> (C),305 <ta_中> (C),306 <ta_下> (C),307 <tpo_上> (C),308 <tpo_中> (C),309 <tpo_下> (C),310 <tpi_上> (C),311 <tpi_中> (C),312 <tpi_下> (C)
2018-09-23 15:16:00.344,33.642964,41.432808,25.803242666666666,24.963986666666667,24.286086,21.484455666666666,19.357089000000002,24.873051,26.138883,24.758454,24.924571,23.476651999999998,26.658575,25.649813,25.10134,25.868823000000003,24.814569,24.208568,25.036385,24.293989,23.527884,22.436664999999998,21.553055,20.463647
2018-09-23 15:17:00.344,33.136491,41.522025,25.79202033333333,24.880795666666668,24.23880533333333,21.397294666666664,19.308639000000003,24.916345,26.137889,24.759419,24.935485999999997,23.352795999999998,26.647676,25.640905,25.08748,25.653570000000002,24.808765,24.180052,24.979267,24.214128,23.523021,22.374156,21.443102,20.374626
2018-09-23 15:18:00.344,35.711465999999994,41.481381,25.781789333333336,24.85861833333333,24.221020333333332,21.378705,19.252437,24.810514,26.136894,24.72951,24.795585,23.371221,26.640741,25.631007,25.073620000000002,25.727625,24.747825,24.100405,25.012182,24.247488,23.403391,22.337445000000002,21.501936999999998,20.296733
2018-09-23 15:19:00.344,34.463198999999996,41.551764,25.771887666666668,24.900544666666665,24.170608333333334,21.3208,19.287321,24.821097,26.134905,24.727581,24.869007999999997,23.236106,26.631823999999998,25.621109,25.06273,25.744411,24.816503,24.14072,24.892138,24.168638,23.451048999999998,22.278904999999998,21.374623,20.308872
2018-09-23 15:20:00.344,33.989651,41.605294,25.760334999999998,24.821895666666666,24.12396766666667,21.274620000000002,19.316391,24.772992000000002,26.134905,24.735298999999998,24.82039,23.21154,26.619934000000004,25.611210999999997,25.04986,25.672331,24.736217,24.057139000000003,24.822435000000002,24.163583,23.385885000000002,22.171747,21.354368,20.297745000000003
2018-09-23 15:21:00.344,35.277623,41.680633,25.75274433333333,24.729231666666667,24.093023333333335,21.249854666666668,19.382282999999997,24.731622,26.129932999999998,24.685129999999997,24.824359,23.320041,26.615971000000002,25.604282,25.037979999999997,25.530145,24.624010000000002,24.03354,24.909564000000003,24.085744000000002,23.283762,22.199529000000002,21.352439,20.197596
2018-09-23 15:22:00.344,36.654688,41.720285,25.742513,24.78740666666667,24.078641333333334,21.242135333333334,19.183638000000002,24.749902,26.132916,24.743982,24.792609,23.229964000000002,26.609035,25.593394,25.02511,25.692079,24.635618,24.034523,24.841797,24.093830999999998,23.300296,22.135036,21.355332999999998,20.236037
2018-09-23 15:23:00.344,35.92742,41.736146000000005,25.734260333333335,24.740623666666668,24.051530666666665,21.20139633333333,19.2786,24.755674,26.129932999999998,24.678376,24.844203,23.208469,26.598136,25.587455,25.01719,25.601238000000002,24.596926,24.023707,24.810817999999998,24.048341,23.295433,22.117176,21.296498,20.190514999999998
2018-09-23 15:24:00.344,36.664372,41.719293,25.72600966666667,24.71977933333333,24.03806133333333,21.178733666666663,19.272786,24.716228,26.130927,24.704426,24.864047,23.154218,26.593182000000002,25.577557000000002,25.00729,25.443254,24.652062,24.064022,24.768221,24.029132999999998,23.31683,22.10527,21.243451,20.187479999999997
2018-09-23 15:25:00.344,35.683383,41.65585,25.72072866666667,24.67434833333333,23.99959266666666,21.148105666666666,19.435578,24.700835,26.130927,24.712144,24.814436999999998,23.119416,26.588228000000004,25.574588000000002,24.999370000000003,25.3534,24.665604000000002,24.004041,24.680124,24.027112,23.291542,22.038793,21.225125,20.180398999999998
2018-09-23 15:26:00.344,35.002598,41.569607,25.712807666666667,24.60020666666667,23.951461,21.144676666666665,19.426857000000002,24.645995000000003,26.130927,24.679341,24.829320000000003,23.217681,26.582284,25.567659,24.98848,25.333652,24.494392,23.972576,24.715944,23.916923999999998,23.221515,22.054668,21.263704999999998,20.115657000000002
2018-09-23 15:27:00.344,34.739193,41.656842,25.70554633333333,24.615313,23.959511666666668,21.121185999999998,19.296042,24.638298000000002,26.131922,24.756525,24.794593,23.143982,26.575347999999998,25.560731,24.98056,25.339577,24.609501,23.896860999999998,24.630751,24.004872,23.242912,21.977276,21.204871,20.181410999999997
2018-09-23 15:28:00.344,33.431853000000004,41.691537,25.696964666666663,24.604235666666668,23.98223366666667,21.08895766666667,19.121622,24.628677,26.131922,24.714074,24.773757,23.130675,26.567421999999997,25.552812,24.970660000000002,25.337602,24.596926,23.878179,24.691741,24.040253,23.214707,21.967354,21.200048000000002,20.099470999999998
2018-09-23 15:29:00.344,34.579407,41.594390000000004,25.691684999999996,24.564168666666664,23.956879333333333,21.047988,19.015032,24.610397,26.131922,24.72951,24.836266000000002,23.164454,26.566431,25.546874,24.96175,25.299093,24.482785,23.910628,24.731433,23.937142,23.202063,21.992159,21.13832,20.013485
2018-09-23 15:30:00.344,34.472883,41.626111,25.685083000000002,24.612526333333335,23.954575333333334,21.048695,19.175886,24.630601000000002,26.130927,24.704426,24.757882000000002,23.032410000000002,26.558504,25.541925,24.95482,25.3534,24.583384,23.900795000000002,24.645273,24.000828,23.217625,21.94751,21.133498,20.065077
2018-09-23 15:31:00.344,35.051018,41.51806,25.677821999999995,24.585491333333334,23.91503,20.976427333333334,19.0848,24.584421,26.128938,24.661974,24.827336,23.060047,26.55355,25.535985999999998,24.943929999999998,25.390922,24.443125,23.922427,24.689805,23.878509,23.176776,21.971323,21.047657,19.910301999999998
